student_id,year,days_in_hostel,past_escalation_count,behavior_count_7d,behavior_count_30d,severe_behavior_count_30d,behavior_weighted_score_30d,days_since_last_behavior,incident_count_30d,severe_incident_count_30d,incident_trend_slope,complaint_count_30d,high_severity_complaint_count_30d,complaint_growth_rate,avg_stress_4weeks,stress_trend_slope,mood_instability_score,missed_survey_count,block_risk_score,floor_risk_score,room_risk_score,roommate_avg_risk_score,risk_score,risk_level
S_1022,2,641,0,1,2,0,0.44214284661564657,29,0.0,0,-0.701,0.57142848979593,0,0.82,0.45555550493827723,-0.282,7.8,1,0.25376878046010537,3.22,0.06999998250000437,4.76,13.185720779713744,Medium
S_1023,4,370,0,0,4,1,0.4528571320748302,49,0.0,0,-0.387,0.285714244897965,0,0.9,0.5444443839506241,-0.263,3.4,0,0.5301506205651707,3.71,0.28999992750001813,3.82,15.7874835134375,Medium
S_1024,2,569,0,0,4,0,0.966428548418368,37,0.33333322222225925,0,-0.69,0.0,1,0.73,0.5222221641975374,0.025,2.7,2,0.5653264911239971,2.92,0.40999989750002563,2.71,12.321278090638542,Medium
S_1025,3,821,0,2,2,1,0.07833333146825402,34,0.0,0,-0.502,0.1428571224489825,2,0.41,0.09999998888889013,-0.409,2.3,1,0.7989947741219161,3.63,0.8824997793750552,1.2,8.966708538841424,Low
S_1026,1,860,0,0,3,0,0.04999999880952384,81,0.0,0,0.099,0.57142848979593,0,0.09,0.05555554938271674,-0.313,6.6,5,0.48492450127525094,4.82,0.4399998900000274,2.68,7.558447905443888,Low
S_1027,4,113,0,0,3,0,0.23619047056689357,66,0.33333322222225925,0,-0.031,0.1428571224489825,0,0.82,0.3999999555555605,0.438,2.8,1,0.1206029847731194,4.27,0.3349999162500209,2.25,9.360888007205267,Low
S_1028,4,1146,0,0,3,0,0.37928570525510225,63,0.0,0,-0.423,0.285714244897965,0,0.54,0.8777776802469245,0.303,9.2,2,0.13567835786975935,2.26,0.6824998293750426,1.56,9.569296662921854,Low
S_1029,4,630,0,1,3,0,0.16357142467687086,71,0.0,0,-0.227,0.7142856122449125,1,0.6,0.766666581481491,-0.113,8.1,0,0.2412059695462388,1.33,0.3499999125000218,2.31,9.554491037511193,Low
S_1030,1,204,0,0,1,0,0.16785713886054432,76,0.0,0,-0.638,0.9999998571428775,0,0.5,0.922222119753098,0.123,6.0,3,0.7311555951870364,4.94,0.9249997687500578,3.63,15.357392622813835,Medium
S_1031,4,968,0,1,1,1,0.4364285610374153,55,0.0,0,0.761,0.7142856122449125,1,0.47,0.8555554604938377,0.486,8.4,3,0.66582897843493,4.96,0.7499998125000469,1.01,14.462351892518607,Medium
S_1032,2,43,0,1,1,0,0.332857134931973,32,0.0,0,-0.985,0.285714244897965,2,0.23,0.03333332962963005,-0.291,1.1,1,0.40200994924373135,4.84,0.5674998581250355,1.4,5.425009548974542,Low
S_1033,3,150,0,0,0,0,0.05690476054988666,11,0.0,0,0.924,0.57142848979593,2,0.77,0.7111110320987744,0.247,2.3,1,0.6532661675210635,2.29,0.897499775625056,3.45,13.28917007630902,Medium
S_1034,4,735,2,1,3,0,0.13047618736961458,52,0.33333322222225925,0,0.019,0.9999998571428775,1,0.69,0.5444443839506241,-0.479,1.1,1,0.6432159187899702,3.83,0.2949999262500185,4.72,22.739976866203257,High
S_1035,1,932,0,1,0,0,0.16785713886054432,20,0.0,0,-0.654,0.1428571224489825,0,0.27,0.38888884567901716,0.144,9.1,2,0.16331654188026584,1.12,0.4299998925000269,1.41,6.0872685253969685,Low
S_1036,2,862,0,0,1,0,0.18166666234126996,35,0.0,0,-0.614,0.7142856122449125,1,0.25,0.38888884567901716,0.458,2.8,5,0.6432159187899702,1.8,0.022499994375001425,3.19,11.124453656090658,Low
S_1037,4,993,0,1,4,0,0.24523808939909314,79,0.33333322222225925,0,-0.944,0.0,2,0.2,0.3999999555555605,-0.158,1.9,3,0.8643213908740224,1.12,0.8699997825000545,2.3,9.82403475740487,Low
S_1038,1,1054,1,0,6,0,0.39238094303854903,43,0.0,0,0.14,0.57142848979593,2,0.76,0.11111109876543349,0.023,3.5,4,0.6608038540693834,4.56,0.8574997856250535,1.94,12.955136530323298,Medium
S_1039,2,242,0,0,1,1,0.030952380215419517,68,0.0,0,0.048,0.4285713673469475,2,0.85,0.46666661481482064,0.178,3.5,5,0.713567659907623,2.03,0.7024998243750439,2.48,13.784567028442325,Medium
S_1040,2,364,0,2,0,0,0.11071428307823135,2,0.33333322222225925,0,-0.938,0.0,1,0.1,0.8333332407407511,0.095,9.3,1,0.5125626852857574,3.98,0.28999992750001813,4.77,14.654704778409519,Medium
S_1041,1,335,0,1,2,0,0.18499999559523822,9,0.0,0,0.557,0.7142856122449125,0,0.41,0.5555554938271674,0.323,4.1,3,0.728643033004263,4.06,0.05499998625000343,2.01,9.154880698261312,Low
S_1042,2,861,0,1,2,0,0.1266666636507937,89,0.0,0,0.077,0.0,1,0.49,0.36666662592593047,-0.245,6.1,3,0.7713565901114094,4.57,0.34749991312502176,4.8,12.056356285091624,Medium
S_1043,3,744,0,2,2,0,0.13452380632086175,81,0.33333322222225925,0,-0.486,0.285714244897965,0,0.71,0.4888888345679073,-0.304,4.9,0,0.5276380583823974,1.98,0.7324998168750458,2.8,10.426303771261503,Low
S_1044,3,511,2,1,2,0,0.10119047378117921,12,0.0,0,-0.346,0.9999998571428775,2,0.67,0.26666663703704035,0.404,8.3,4,0.344221019039945,2.79,0.8199997950000513,1.73,17.35579165578046,High
S_1045,3,826,0,1,0,0,0.3411904680668936,53,0.0,0,0.902,0.1428571224489825,2,0.98,0.46666661481482064,0.384,8.8,4,0.7311555951870364,4.57,0.6424998393750401,1.38,8.253440767480225,Low
S_1046,2,253,0,0,1,0,0.5102380830895695,37,0.33333322222225925,1,0.687,0.7142856122449125,2,0.68,0.799999911111121,0.076,5.5,1,0.4723616903613843,3.28,0.32249991937502015,2.3,16.228646402870098,Medium
S_1047,2,1023,0,0,1,0,0.1252380922562359,31,0.0,0,0.328,0.4285713673469475,1,0.57,0.26666663703704035,0.47,2.8,5,0.7085425355420765,2.01,0.5749998562500359,3.44,11.711399170615874,Low
S_1048,4,445,0,0,3,0,0.4540476082369617,54,0.33333322222225925,0,0.545,0.7142856122449125,2,0.04,0.6555554827160576,-0.107,5.8,3,0.9070349479811688,2.43,0.2274999431250142,1.51,9.925414998246858,Low
S_1049,4,631,0,1,2,0,0.1609523771201815,60,0.33333322222225925,0,-0.371,0.57142848979593,2,0.32,0.7777776913580343,0.363,4.9,0,0.11809042259034608,3.94,0.49999987500003124,2.11,11.023137024283695,Low
S_1050,4,703,0,0,1,0,0.10904761645124723,1,0.0,0,0.249,0.0,0,0.45,0.5333332740740807,-0.302,9.0,0,0.47487425254415766,4.27,0.09999997500000622,1.77,5.538016874120154,Low
S_1051,4,642,0,1,0,0,0.2204761852267575,2,0.33333322222225925,0,0.15,0.285714244897965,1,0.61,0.5777777135802541,0.122,3.3,0,0.6909546002626632,4.55,0.7499998125000469,4.42,15.241144078146498,Medium
S_1052,1,214,0,0,2,0,0.3633333246825399,19,0.0,0,0.402,0.57142848979593,0,0.81,0.7777776913580343,0.49,2.5,1,0.9497485050883152,1.0,0.9374997656250585,2.52,13.410938064052015,Medium
S_1053,3,915,0,1,1,0,0.12261904469954656,81,0.33333322222225925,0,-0.786,0.57142848979593,2,0.36,0.5555554938271674,-0.235,9.5,0,0.8140701472185559,3.15,0.5349998662500335,2.06,9.711450141557403,Low
S_1054,4,657,0,0,1,0,0.22857142312925188,15,0.0,1,0.641,0.9999998571428775,2,0.35,0.4999999444444507,0.116,9.9,5,0.603014923865597,3.87,0.624999843750039,2.44,15.150728428372535,Medium
S_1055,4,410,0,0,1,0,0.24761904172335616,74,0.0,0,-0.143,0.1428571224489825,1,0.12,0.0888888790123468,0.224,1.7,4,0.2135677855357323,4.58,0.7449998137500465,1.91,7.266805420140899,Low
S_1056,4,402,0,0,0,0,0.028571427891156485,11,0.0,0,0.267,0.9999998571428775,0,0.36,0.6777777024691441,0.384,9.8,3,0.32914564594330503,2.06,0.21499994625001345,2.88,11.40619264380999,Low
S_1057,3,761,0,1,3,0,0.24642856556122467,33,0.33333322222225925,0,-0.857,0.57142848979593,1,0.85,0.8111110209876645,-0.215,7.2,3,0.3115577106638917,1.48,0.43499989125002725,3.92,13.90703289906925,Medium
S_1058,3,934,0,0,1,0,0.12023809237528352,3,0.0,0,-0.591,0.285714244897965,2,0.12,0.6666665925926009,-0.139,8.7,4,0.22361803426682553,4.36,0.512499871875032,4.73,13.362760322716474,Medium
S_1059,2,1022,0,0,2,0,0.4747618934580502,83,0.6666664444445185,0,-0.365,0.1428571224489825,2,0.93,0.4222221753086472,-0.437,9.8,1,0.21105522335295898,4.76,0.3324999168750208,3.21,11.398720841634614,Low
S_1060,4,405,5,1,3,0,0.4002380857086171,86,0.33333322222225925,0,0.974,0.1428571224489825,0,0.59,0.9111110098765545,0.024,9.1,4,0.10050248731093281,4.29,0.5374998656250336,2.9,32.243263416881256,High
S_1061,2,281,0,0,0,0,0.23547618486961466,38,0.0,0,-0.01,0.857142734693895,0,0.22,0.6666665925926009,-0.154,1.9,1,0.7261304708214897,4.15,0.4824998793750302,3.05,11.903844031345987,Low
S_1062,2,1049,0,1,1,0,0.25357142253401377,51,0.0,0,-0.744,0.4285713673469475,2,0.49,0.4777777246913639,-0.106,2.2,1,0.2135677855357323,4.96,0.044999988750002794,2.32,7.782757939405766,Low
S_1063,3,125,5,0,4,0,0.30571427843537435,31,0.33333322222225925,0,-0.703,0.7142856122449125,2,0.89,0.7888888012345777,0.177,5.8,0,0.281406964470612,2.4,0.13499996625000843,4.91,36.43778702713709,High
S_1064,1,661,0,0,2,0,0.012142856853741505,20,0.0,0,0.366,0.857142734693895,0,0.29,0.26666663703704035,0.372,3.8,5,0.10804017385925278,3.32,0.41249989687502575,2.17,8.567753918669439,Low
S_1065,1,902,0,0,0,1,0.22857142312925188,80,0.33333322222225925,0,-0.857,0.857142734693895,1,0.8,0.46666661481482064,-0.419,9.0,2,0.2185929099012789,4.27,0.6274998431250391,1.86,13.155591846038142,Medium
S_1066,3,666,0,0,3,0,0.1611904723526078,62,0.6666664444445185,0,0.784,0.57142848979593,1,0.97,0.02222221975308669,-0.496,6.0,2,0.6155777347794636,4.46,0.6124998468750383,2.87,10.28167181777204,Low
S_1067,2,1154,0,0,0,2,0.32238094470521567,46,0.0,0,-0.615,0.7142856122449125,2,0.48,0.1444444283950635,-0.226,3.6,4,0.04271355710714644,3.22,0.47749988062502985,2.97,17.31476066214787,High
S_1068,3,1076,0,1,4,0,0.46690475078798216,41,0.0,0,0.066,0.9999998571428775,2,0.68,0.7222221419753176,-0.088,2.3,4,0.2939697753844785,1.19,0.1374999656250086,1.9,9.760350099210148,Low
S_1069,1,1079,0,0,4,0,0.1016666642460318,43,0.0,0,0.968,0.1428571224489825,1,0.03,0.5888888234567974,0.237,6.8,1,0.7236179086387163,4.06,0.4524998868750283,4.76,13.979998390395226,Medium
S_1070,4,122,0,0,1,0,0.2785714219387757,43,0.0,0,-0.07,0.285714244897965,0,0.8,0.988888779012358,-0.27,4.1,0,0.44974863071642446,4.87,0.007499998125000475,4.51,13.318557719615757,Medium
S_1071,2,281,1,2,2,0,0.14642856794217696,60,0.33333322222225925,0,0.094,0.4285713673469475,0,0.71,0.8222221308642078,0.006,7.6,4,0.6457284809727434,4.31,0.38999990250002436,4.99,20.180822783752618,High
S_1072,3,887,0,0,2,0,0.6254761755839006,55,0.0,0,0.047,0.9999998571428775,0,0.3,0.8111110209876645,0.023,8.2,1,0.9221103210778089,1.88,0.38999990250002436,3.88,15.817871430078307,Medium
S_1073,4,1147,0,0,0,0,0.55142855829932,1,0.0,0,-0.514,0.7142856122449125,1,0.18,0.1444444283950635,0.362,8.4,0,0.7989947741219161,2.68,0.26999993250001686,4.12,13.819184823694926,Medium
S_1074,1,571,0,0,1,0,0.2673809460147394,82,0.0,0,-0.263,0.9999998571428775,2,0.57,0.6555554827160576,-0.388,5.7,0,0.610552610413917,4.32,0.7424998143750464,3.08,12.248361239642158,Medium
S_1075,3,534,2,0,2,0,0.1492857107312926,66,0.0,0,0.977,0.1428571224489825,0,0.0,0.3999999555555605,-0.107,6.8,1,0.40452251142650464,4.09,0.14249996437500892,3.92,18.249093683935047,High
S_1076,2,560,0,1,4,0,0.1742857101360545,20,0.33333322222225925,0,0.105,0.7142856122449125,1,0.24,0.7555554716049476,0.148,4.0,5,0.8391957690462892,4.86,0.4249998937500266,2.32,11.84328999292595,Low
S_1077,1,969,3,0,2,1,0.07809523623582772,41,0.6666664444445185,0,-0.718,0.9999998571428775,0,0.94,0.2111110876543236,-0.211,7.1,5,0.6206028591450103,3.42,0.05749998562500359,2.08,25.34122084968478,High
S_1078,4,158,0,1,0,0,0.3059523736678007,61,0.0,0,-0.644,0.57142848979593,2,0.05,0.5555554938271674,0.211,5.6,0,0.2412059695462388,1.96,0.6174998456250386,3.17,11.96558624287308,Low
S_1079,4,471,0,0,2,0,0.06404761752267578,61,0.0,0,0.852,0.1428571224489825,2,0.96,0.7333332518518609,0.283,6.3,1,0.18090447715967908,3.82,0.4374998906250273,3.49,11.27976111143131,Low
S_1080,2,908,0,0,2,0,0.2769047553117916,10,0.0,0,-0.1,0.0,2,0.02,0.9111110098765545,0.002,5.0,5,0.9497485050883152,2.79,0.9774997556250611,3.78,14.032795311903474,Medium
S_1081,2,720,1,0,0,0,0.064999998452381,65,0.0,0,-0.038,0.285714244897965,1,0.56,0.7111110320987744,0.408,5.4,4,0.7688440279286362,1.55,0.607499848125038,4.51,18.719605305628107,High
S_1082,4,53,0,1,2,1,0.1733333292063493,36,0.0,1,-0.122,0.9999998571428775,0,0.59,0.9333332296296413,0.221,6.1,2,0.7587937791975429,4.94,0.7599998100000475,1.67,19.380792789991364,High
S_1083,3,221,0,0,2,0,0.500476178560091,78,0.33333322222225925,0,0.56,0.285714244897965,0,0.86,0.9777776691358147,0.307,5.0,5,0.3668340786849048,1.74,0.6699998325000419,3.34,15.007023443235413,Medium
S_1084,4,786,0,2,2,0,0.0354761896315193,9,0.0,0,0.915,0.285714244897965,0,0.85,0.9333332296296413,0.204,2.8,5,0.18090447715967908,2.49,0.9699997575000605,1.19,8.386760739739213,Low
S_1085,4,278,1,0,2,0,0.12619047318594112,32,0.0,0,-0.471,0.7142856122449125,0,0.61,0.38888884567901716,0.124,1.4,0,0.7160802220903965,1.33,0.06749998312500421,2.91,13.892889369425106,Medium
S_1086,2,626,0,0,2,0,0.1435714251530613,52,0.33333322222225925,1,0.769,0.1428571224489825,0,0.59,0.766666581481491,-0.476,7.9,1,0.9597987538194085,1.97,0.032499991875002,2.4,12.88922666903781,Medium
S_1087,1,896,0,0,2,0,0.0011904761621315198,73,0.0,0,0.545,0.4285713673469475,0,0.07,0.38888884567901716,-0.032,6.9,4,0.736180719552583,4.71,0.46999988250002933,2.62,8.879561184769983,Low
S_1088,2,359,0,1,5,0,0.5783333195634924,34,0.6666664444445185,0,-0.39,0.285714244897965,0,0.61,0.5888888234567974,0.401,7.8,3,0.11809042259034608,2.57,0.672499831875042,3.15,14.638184338530785,Medium
S_1089,3,1092,0,0,4,0,0.12904761597505676,79,0.0,0,0.619,0.285714244897965,1,0.04,0.5222221641975374,0.245,3.1,2,0.6834169137143433,2.89,0.9674997581250605,2.3,10.233654260278177,Low
S_1090,1,219,0,1,1,0,0.17119047211451258,19,0.0,0,0.824,0.4285713673469475,0,0.41,0.9666665592592711,0.289,9.4,1,0.12562810913866604,3.43,0.25749993562501605,3.46,12.409341809203944,Medium
S_1091,3,527,0,0,0,0,0.31761904005668956,31,0.0,0,0.412,0.57142848979593,1,0.95,0.5666666037037107,0.412,7.2,3,0.40452251142650464,3.29,0.3624999093750227,1.48,8.70923624104961,Low
S_1092,4,807,0,2,3,0,0.10380952133786853,40,0.0,0,0.016,0.7142856122449125,2,0.61,0.6222221530864275,-0.097,2.6,2,0.9497485050883152,1.28,0.28999992750001813,1.76,8.462414607851064,Low
S_1093,4,1148,0,0,5,0,0.2547618986961453,21,0.33333322222225925,0,-0.444,0.0,1,0.25,0.36666662592593047,-0.087,6.4,1,0.876884201787889,4.52,0.9674997581250605,4.15,13.802168958571016,Medium
S_1094,4,798,0,0,2,0,0.4021428475680275,17,0.33333322222225925,0,0.083,0.1428571224489825,1,0.02,0.18888886790123693,0.053,9.3,1,0.08291455203151961,4.05,0.5099998725000319,3.88,12.027723355004118,Medium
S_1095,4,1153,0,0,1,0,0.2876190407709752,47,0.0,1,0.803,0.285714244897965,1,0.7,0.2111110876543236,-0.054,5.8,2,0.4095476357920513,1.11,0.2749999312500172,1.7,10.319166373363913,Low
S_1096,4,346,0,0,0,2,0.2895238026303857,48,0.0,0,0.407,0.57142848979593,1,0.69,0.7777776913580343,0.425,8.0,4,0.43216069543701124,3.76,0.927499768125058,4.31,24.101921693244243,High
S_1097,3,697,0,0,2,0,0.22857142312925188,65,0.0,0,-0.791,0.1428571224489825,1,0.2,0.7222221419753176,0.059,5.7,3,0.8040198984874626,4.74,0.09749997562500606,2.83,9.915114789949149,Low
S_1098,2,1035,1,0,2,0,0.4883333217063496,42,0.0,1,-0.421,0.285714244897965,0,0.07,0.07777776913580343,0.087,6.8,5,0.12311554695589272,2.94,0.9049997737500566,3.2,18.776876856778394,High
S_1099,4,596,1,1,2,0,0.17714285292517018,56,0.0,0,-0.169,0.57142848979593,2,0.18,0.9333332296296413,-0.066,4.3,3,0.27889440228783857,4.52,0.9049997737500566,3.28,16.991179177044245,Medium
S_1100,3,636,2,0,3,0,0.3607142771258506,63,0.33333322222225925,0,-0.301,0.285714244897965,0,0.88,0.6111110432098842,-0.163,5.7,5,0.022613059644959906,4.07,0.9699997575000605,2.58,19.283516692114993,High
S_1101,2,685,0,1,2,0,0.12333333039682547,20,0.0,0,0.051,0.285714244897965,1,0.65,0.05555554938271674,0.021,4.9,5,0.5351757449307173,2.65,0.4599998850000287,3.11,8.82527064406533,Low
S_1102,3,970,0,0,2,0,0.0883333312301588,59,0.6666664444445185,0,0.695,0.9999998571428775,1,0.37,0.04444443950617338,-0.097,6.9,0,0.8040198984874626,3.82,0.5249998687500328,2.02,10.098351995815836,Low
S_1103,4,838,0,2,1,0,0.37880951479024966,56,0.0,0,0.32,0.57142848979593,0,0.43,0.7111110320987744,-0.422,9.5,0,0.25376878046010537,2.08,0.9524997618750594,2.73,11.187386924469156,Low
S_1104,4,407,3,1,3,0,0.16428571037414974,65,0.0,0,-0.641,0.4285713673469475,1,0.75,0.22222219753086697,0.087,4.1,1,0.3693466408676782,2.32,0.5799998550000361,1.86,19.440012809276695,High
S_1105,1,624,0,1,1,0,0.49476189298185974,23,0.0,0,0.067,0.857142734693895,2,0.52,0.16666664814815021,-0.404,7.8,3,0.25376878046010537,4.62,0.897499775625056,1.26,7.4593394244880376,Low
S_1106,4,900,0,0,2,0,0.13333333015873022,54,0.33333322222225925,0,-0.291,0.1428571224489825,2,0.41,0.7888888012345777,0.145,3.3,3,0.24371853172901212,2.04,0.8074997981250506,2.06,10.32109843372378,Low
S_1107,2,651,0,0,1,0,0.13666666341269848,39,0.33333322222225925,0,-0.112,0.4285713673469475,1,0.2,0.28888885679012705,0.412,3.1,1,0.9572861916366352,3.72,0.8049997987500502,2.56,11.645094751105885,Low
S_1108,2,722,0,0,0,0,0.35261903922335625,31,0.0,0,0.599,0.9999998571428775,2,0.15,0.8999999000000112,0.005,5.2,2,0.03266330837605314,1.37,0.2199999450000137,4.33,14.900519730331938,Medium
S_1109,2,721,0,0,4,0,0.21333332825396842,21,0.33333322222225925,0,-0.261,0.285714244897965,1,0.5,0.8111110209876645,0.212,1.8,1,0.13065323350421268,2.0,0.07749998062500485,4.77,14.894414398941828,Medium
S_1110,4,93,0,0,1,0,0.19714285244897975,47,0.0,0,-0.976,0.857142734693895,1,0.13,0.45555550493827723,-0.07,4.1,3,0.05527636802101305,1.34,0.784999803750049,3.43,12.017656517070671,Medium
S_1111,2,64,0,1,3,0,0.20738094744331081,0,0.0,0,0.343,0.285714244897965,0,0.78,0.6333332629629709,-0.259,5.7,0,0.10552761167647946,3.59,0.6374998406250397,1.87,7.696098413941335,Low
S_1112,1,245,1,0,1,0,0.25547618439342423,87,0.33333322222225925,0,0.553,0.57142848979593,2,0.25,0.1444444283950635,-0.272,9.1,3,0.2939697753844785,2.23,0.9374997656250585,3.56,16.087587791258695,Medium
S_1113,1,806,0,1,2,0,0.32309523040249455,59,0.0,1,-0.933,0.7142856122449125,2,0.95,0.36666662592593047,0.296,7.7,5,0.5854269885861838,4.51,0.21749994562501362,4.31,17.730283673311312,High
S_1114,1,1012,2,1,2,0,0.19904761430839019,78,0.0,0,-0.123,0.9999998571428775,2,0.36,0.7222221419753176,-0.424,9.1,2,0.8969846992500755,2.45,0.9324997668750583,2.43,19.53779321613707,High
S_1115,3,1019,2,0,1,1,0.03833333242063494,71,0.0,0,0.368,0.9999998571428775,2,0.26,0.5999999333333408,0.136,1.3,2,0.2211054720840522,4.42,0.5174998706250323,2.49,22.4231047248818,High
S_1116,4,117,0,0,1,1,0.2609523747392292,55,0.6666664444445185,0,-0.138,0.285714244897965,1,0.01,0.7888888012345777,0.297,2.4,2,0.10301504949370613,4.65,0.897499775625056,1.86,15.932965951794726,Medium
S_1117,1,364,3,1,2,0,0.28095237426303876,14,0.0,0,-0.619,0.285714244897965,1,0.19,0.5444443839506241,-0.118,4.4,4,0.6206028591450103,2.11,0.32249991937502015,3.94,23.95722146233197,High
S_1118,2,831,0,0,1,0,0.6640476032369619,68,0.0,0,-0.427,0.1428571224489825,0,0.74,0.1333333185185202,0.211,8.8,2,0.6809043515315699,1.38,0.25749993562501605,1.71,7.715761232946013,Low
S_1119,4,812,1,1,1,0,0.23976189905328815,32,0.0,0,0.178,0.285714244897965,2,0.35,0.4111110654321039,-0.152,9.5,0,0.41959788452314456,2.95,0.8849997787500553,1.19,10.789644825275362,Low
S_1120,1,1099,1,1,1,0,0.4664285603231295,26,0.0,0,-0.137,0.285714244897965,2,0.03,0.6333332629629709,-0.242,1.1,0,0.8542711421429291,2.63,0.20499994875001282,4.37,17.390984999297185,High
S_1121,1,30,3,0,0,0,0.10619047366213158,2,0.33333322222225925,1,0.459,0.0,0,0.45,0.8666665703703812,-0.358,6.5,3,0.8743716396051157,2.68,0.6099998475000381,3.62,28.536942133369507,High
